lemma,f
requisition,5
much-missed,1
stand-up,10
self-effacement,2
turgid,2
treat,329
30-year-old,14
underdog,7
choreographic,1
rationale,25
entice,16
eec,3
forage,6
duff,3
faraway,5
squalid,10
alga,3
seclusion,3
hefty,31
clinic,44
looter,7
controversy,68
rape,19
plotline,3
brexit,27
fiefdom,10
contents,43
well-informed,2
heartbroken,2
prudery,1
redeeming,2
oscillation,1
disgorge,3
put-downs,2
equivocate,1
hurry,22
baron,25
revitalised,5
clank,7
angel-tongued,1
boffin,3
frighten,25
babble,5
co-exist,4
futuristic,10
unexplored,1
determination,130
ramped-up,1
behavioural,16
coleslaw,1
tenacity,7
agony,41
adjunct,6
longshot,1
celebrity,143
allegation,78
tentative,40
europe-style,1
dalmatian,2
dinky,1
niqab,1
reoffend,6
advertiser,3
sp,2
snicker,2
journeyman,2
duster,6
engender,18
unrepentant,5
gendarme,1
midget,1
strong,1523
smell,53
assassin,13
flier,8
suffolk,1
monolith,6
foreshadow,3
light-touch,4
clownish,2
boj,9
off-the-record,1
harping,1
horizontal,7
masterly,8
placement,11
drawback,10
unfazed,3
unmediated,2
fulcrum,1
dad,27
ambient,5
send-off,4
plant,278
turnip,7
unobtainable,3
imprint,4
magnetic,9
gubernatorial,1
jd,1
high-powered,4
sdsr,20
arse,4
leniency,8
saggy,1
cry,160
tssa,2
grubby,7
unadulterated,6
exceed,129
faggot,2
welfarist,2
offended,1
bitch,8
concurrent,2
progress,402
feather,21
dopamine,1
untruth,3
cataclysm,3
rapper,2
acknowledge,255
tote,6
figurative,2
47-page,1
point,3110
reinstall,3
robin,3
legalisation,4
solicitous,1
standing,89
aeroplane,10
insulting,25
potency,10
agile,5
reoffending,8
stock-market,5
naff,7
briefcase,4
contemptible,1
whizzy,1
volcano,16
magnitude,39
cosmopolitan,11
winkle,1
overcharging,1
high-low,2
off-the-books,1
crayfish,3
gladstonian,2
undiplomatic,1
embezzlement,2
cyanide,2
neurotic,1
stakhanovite,3
severe,251
purchaser,9
sterne,3
gaggle,5
unimpeded,3
artistry,5
over-64,1
dentistry,3
pre-date,4
teeter,41
scanty,2
gr,9
autonomy,83
veteran,100
botched,12
rigidity,13
enforced,21
circumvent,22
smash-and-grab,1
hurtful,2
hard-nosed,8
blacked-out,1
bame,3
fad,8
cheerleader,22
dockworker,1
news,923
disharmony,2
camper,4
brine,1
helplessness,4
xpress,1
stutter,10
behind,1
screw-up,1
ii-listed,4
depot,6
dreariness,2
concourse,3
trove,4
non-elected,1
inarticulate,1
high-class,6
ever-rising,5
rheumatism,2
index,650
rebuild,121
radiation,2
malfunction,6
vinous,3
polystyrene,9
raisin,4
euc,1
kingsley,1
illiteracy,7
bursary,32
single-issue,1
centre,578
crochet,2
unmemorable,1
putative,14
two-star,2
biology,6
quantitive,2
deconstruction,1
nonsense,76
couturier,15
untaxed,5
lta,10
surface,113
charming,49
ruse,14
frond,1
wilsonian,1
bandage,2
bursar,2
sicken,7
bemused,18
unfortunate,61
alamy,1
capacity,296
landing,51
antiquated,7
aborted,2
finish,306
nutter,6
balkanisation,1
oversee,107
latter-day,7
dint,5
resettle,1
untested,6
wretched,28
texan,3
gaar,1
vinegary,3
orator,3
basic-rate,15
battleground,27
olde,2
anti-communist,3
aggressor,2
unflashy,3
modernity,17
energy,731
spiritual,50
rodent,2
comrades-in-arm,1
oust,57
forecourt,6
souped-up,1
serried,2
writedown,28
salamander,1
peace-time,2
nato,4
cramped,19
iconic,32
ussr,1
60-minute,1
inscrutability,1
hunch,12
corkscrew,2
love-in,10
ultra-high,1
heartbeat,8
examiner,5
qualitative,2
vignette,6
outdoor,20
tolerable,13
10-year,358
gleam,14
marble-floored,1
doom-mongering,1
sequin,8
re-run,12
reversion,2
over-reliant,1
gambler,15
signpost,6
tourist,177
cod,8
specialisation,2
bray,1
outstanding,87
barb,16
mig,1
verb,5
superannuated,2
helipad,2
fitted,7
re-engagement,1
insurance,316
handing,2
deracinating,1
grim,164
sock,28
bordello,1
german-style,8
vicarage,1
hallway,11
denigrate,7
much-photographed,1
fellow-traveller,1
strawberry,15
glibness,1
inhaler,2
50-year,8
flighty,1
state-imposed,1
gene,13
germanic,10
barrel,119
sounding,4
mogul,12
diminution,2
performer,73
nip,22
exhibit,28
leopard-print,1
chauvinistic,4
fortune,190
thanks,386
1920,22
dg,2
petrolhead,2
landmark,41
repossessed,5
hurrah,6
natty,2
livingroom,1
approach,798
sunlit,21
well-oiled,3
encompass,21
verger,3
bond-swap,2
baronet,2
prohibitive,6
saffron,5
spiced,3
oppress,3
word-for-word,1
demagogic,2
equal-weight,5
closeness,7
lone,23
unhappiness,12
unaccountability,1
east,129
rationality,2
jackal,1
sky,100
business-class,4
out-dated,1
hunting,41
bonker,11
remorse,2
mega-deal,3
residence,78
farfetched,1
reflationary,7
courtroom,8
squish,1
conjure,66
three-day,28
self-criticism,1
signal,381
coaching,32
three-piece,3
burgundian,1
petard,1
old,1351
raid,86
hopeless,36
beef,69
neck-and-neck,4
faller,26
pickle,21
monger,1
weo,2
contend,29
curiosity,27
12-year-old,8
ageist,1
existential,53
modify,28
blade,5
indexing,3
five-way,1
real-term,34
carb,2
gangsta,1
11-year,9
fuelling,1
well-spent,2
undramatic,1
unrepresented,1
chew,26
marketeer,4
musk,2
idolatrous,1
rhetorical,13
pre-pregnancy,1
maestro,10
disfigured,3
feed-in,1
doddle,3
operatic,4
accumulate,84
bugbear,4
stereotyping,2
stroke,60
orchid,7
cosmetic,27
validity,7
melodic,2
cortege,1
unrepresentative,6
analogue,4
exemption,42
bit-player,1
trite,4
rapporteur,2
conga,6
amnesia,7
arctic,3
conservative-minded,2
sin,41
odium,3
putrid,1
fantasise,7
blow-up,7
politicised,4
after-party,4
scented,14
powerbroker,2
longueur,2
void,19
disbursement,24
recruiting,10
reclassify,5
beginning,207
sullen,8
munch,5
empowerment,3
tweet,80
yorkshire-based,2
wayside,8
louche,5
manageress,2
recasting,3
chimp,3
resplendent,5
adjourn,2
belfry,1
conceal,45
giveth,3
gaelic,3
cost,3571
till,11
voyager,1
age-group,1
nephew,10
masquerade,5
bullish,71
confidant,8
fielding,1
hotel,432
emit,9
teamwork,3
tangy,5
rebellious,5
improper,5
veal,5
ruling,215
grotto,4
fetter,4
outshine,6
crinoline,1
blowback,2
venezuelan,13
projector,1
over,7
militancy,10
debt-restructuring,4
mickey,1
tick-box,4
ninja,1
firefly,1
surprising,163
seaman,1
fly-tipping,1
injured,12
anti-aspirational,1
plywood,1
unemployed,155
coca,1
showbiz,6
blunder,58
hydra,3
honeyed,2
navel,3
b-side,1
reselection,2
sentimental,18
bickering,9
terrific,25
postponement,9
individualistic,4
inform,96
vocational,10
vein,23
precautionary,19
owl,6
short-head,1
foundling,1
ex-dividend,5
near-perfect,5
headquarter,7
mirroring,5
authenticity,15
bricklay,1
fiddled,1
at-sea,1
crown,107
semi-skimmed,1
glyndebourne,1
playtime,1
individual,402
belie,23
spiral,362
dessert,13
under-65,1
peel,18
umbilical,2
policy-relevant,1
unproven,1
republish,2
prejudice,43
vilify,10
straight-talking,9
chappie,1
public,5674
limber,4
inversion,9
homogenised,2
pout,5
encrust,3
overrun,13
guy,66
polygamy,1
re-election,59
itchy,5
victimhood,1
directive,33
creditable,2
doomladen,1
sulk,6
lyrical,11
baptism,3
whiny,1
geopolitics,6
kazakh,3
mull,24
overtaken,1
continuity,29
conspiracy,31
permanence,2
free-marketeer,3
1900,2
dual-income,1
deal,2442
burnish,8
long-delayed,3
ill-tempered,2
drug,294
populace,5
frus,1
explanation,116
earthquake,70
submarine,66
decisiveness,5
palsy,3
transgender,2
academy,31
cutaway,2
cosset,11
deliver,1186
gripping,11
rob,35
genuflect,4
flag-carrier,2
misspell,1
over-complicated,1
juicy,17
bald,9
persona,11
global,1777
birdie,3
msp,45
mountaintop,1
thumb,31
systematic,17
u-bend,1
retelling,3
strong-arm,2
fevered,5
brewery,5
knees-up,2
rehearsed,2
pencil,65
politeness,8
strand,39
self-destructive,7
polisher,1
heaven,27
islamic,36
belt-tighten,3
non-political,3
nanotechnology,4
sow,29
schedule,187
download,14
nimbleness,2
strimmer,1
cus,1
picaresque,2
one,757
intervene,128
manservant,1
hard-living,1
bastard,4
caledonian,1
punch-up,1
unpunished,2
placid,2
chromosome,1
dirt-poor,1
intake,30
drophead,1
pocket,218
urbane,2
anti-trade,1
demise,56
swelter,2
halfwit,1
inner,76
one-in-five,3
half-measure,3
glass-topped,1
need-to-know,1
mindset,35
andalusian,1
repetitive,8
fag,10
protein,4
message,641
frog,2
lyre,1
resolution,122
resident,163
salubrious,4
rustle,5
winch,5
ghoulish,2
workforce,148
idealism,14
well-rehearsed,4
chain-smoking,2
footwear,13
controller,15
euro-bond,1
60-year,6
soviet-era,4
hit-and-miss,1
chalk,22
complainer,2
helm,40
vicar,10
scallop,6
ppc,1
contraceptive,2
train,415
outstrip,53
pothole,53
80-year,1
hyperbole,14
clout,20
skincare,2
annul,2
net-a-porter,1
hysterectomy,1
ultra-cautious,2
non,10
finite,6
soybean,3
ab,5
midnight,58
rundown,7
waverer,3
pasty-faced,1
pan-european,26
clown,17
epochal,4
exceptionalism,2
cut-glass,2
citrusy,2
torpor,3
mixed-media,1
located,26
folie,1
settling,2
gradual,50
self-indulgence,5
malnourish,2
depression-era,2
ammunition,36
dissembling,3
night-time,3
winnable,1
21-point,1
imam,4
26-month,1
prize,175
cloister,6
selfsame,2
rustling,2
intelligent,47
chastise,8
ingrate,1
wallpaper,20
reproach,7
mis-step,3
valour,2
diamond,22
plaster,27
unbound,1
unmanned,5
post-austerity,6
resit,1
red,459
tome,9
sweeten,15
treason,6
correctness,11
loving,18
bide,9
vacation,3
postnatal,2
x,54
reindeer,7
chairman,549
morph,18
reprogram,2
over-supplied,1
household,1060
brute,5
gold-painted,1
tantamount,19
ecological,5
construe,8
anomalous,5
blustering,1
opt,201
multiparty,1
middle-office,1
coalition,883
tricky,65
civilization,3
consumer-driven,2
anticipatory,1
large-cap,16
4-0,2
prohibit,20
fickleness,1
risk-aversion,1
as,39
swerve,8
remembrance,2
replay,14
handwritten,6
pathology,16
leicester,1
38-year-old,1
two-parter,2
tipping,25
upstart,6
melee,1
divergence,32
catch-up,22
restiveness,1
sobriety,6
kettle,14
presentation,32
receptacle,3
euro-bureaucracy,1
winner-takes-all,2
rickets,2
four-fifth,5
crash-land,1
diary,54
bogeyman,2
encircle,7
arthritic,1
zipper,3
evidence,557
conspire,26
expunge,2
no-no,4
low-performing,1
triathlon,2
diagnosis,26
sclerosis,2
conciliation,3
mimic,13
36-year-old,4
tawdry,3
rsc,5
french-inspired,1
greaseproof,2
tactical,33
ravage,19
demotion,2
cofe,1
seat,584
lining,25
bonfire,22
45-minute,1
fracas,1
mendacious,2
prominent,48
arch,21
workable,15
boom-bust,9
arch-moderniser,1
conquest,8
reprisal,4
non-alcoholic,1
walled,2
folklore,3
cac-40,5
betray,64
punic,1
big-bucks,1
sloganeering,3
basket-case,6
state-of-the,2
eu-financed,1
recuperation,1
grant,305
cloche,2
munitions,2
disconsolate,1
aspirant,3
prime-ministerial,1
curry,30
very,82
spelling,1
dead-eyed,1
unbridgeable,2
woe,181
outpost,13
prevailing,6
self-righteous,5
cutlet,5
regalia,7
toiletries,3
approachable,6
take-it-or-leave-it,1
hone,10
adoring,4
roman,41
changer,8
costive,1
housekeeping,9
diagnose,24
coil,3
ravenous,1
amble,4
straightjacket,2
summertime,4
indivisible,4
aristocracy,10
classless,5
pivotal,35
ineluctable,2
salami-slice,1
room-only,1
patch,47
consul,6
binoculars,2
ochus,1
euro-austerity,2
folly,66
sacred,47
school-age,4
condition,773
worrying,76
occurrence,8
acrobatic,2
skin-deep,2
deployable,1
artificial,43
congest,1
cipd,6
summarise,12
57-year-old,6
mummy,16
re-enactment,4
sheen,8
coincidence,27
pomelo,1
banding,2
subaltern,1
non-housing,2
dramatics,1
coe,5
kowtow,6
recount,19
multiplier,46
bagpipe,2
slowdown,201
stepchild,1
genie,5
nicht,1
miscalculate,5
opprobrium,15
inactive,9
symmetric,4
flustered,1
keynesian-style,1
crumpet,3
existence,90
unoccupied,6
physicist,5
post-2015,2
agent,135
sound-world,1
feathery,1
destitute,6
watery,10
md,3
simplify,34
corrupting,1
armhole,1
untrue,15
wistful,9
nutty,3
righter,1
hand-me-down,1
inability,56
poultry,1
toing-and-froing,1
combined,108
proceed,89
treasured,12
gilet,1
co-production,2
wordy,1
resort,331
indescribable,3
metamorphosis,1
euribor,1
stun,25
palate,13
instigate,7
caller,11
dramatist,9
procrastination,3
fighter,41
unwanted,19
cigar-smoking,1
figure,2264
absurdist,3
randomness,2
mountaineer,1
sully,1
karma,1
discomfort,13
mystical,8
stout,3
outlast,3
devote,86
gas-guzzling,2
intercept,4
educationalist,2
aspect,138
militiaman,2
leonine,1
riddance,3
drowned,1
devil-may-care,1
side,871
metropolis,4
naturalism,1
double-dealing,1
sociological,3
solvable,2
billing,10
repay,218
obfuscation,6
rectangular,3
reorient,4
oompah,1
blues,24
proustian,1
band,197
sod,2
anti-conservative,2
observation,56
runner-up,44
inured,1
belt-tightening,61
contact,115
hmm,4
gain,824
eke,29
ransom,37
agonising,12
disillusioned,13
animus,1
sentry,1
backdown,1
rate-setting,18
heal,32
teddy,7
pfi,6
centralisation,12
venetian,10
selector,1
quasi,1
self-contained,6
messianic,2
grumpy,8
export-driven,2
revision,93
abnormal,5
neon,5
nimbyism,2
degree,314
straightforward,54
salami,11
arcane,12
whistle-blower,1
purse-lipped,2
lolz,1
pertain,2
pull,535
humility,20
seven-figure,5
shaggy,2
creaking,6
mesopotamian,1
grocer,21
prohibition,8
jiggery-pokery,2
typography,3
piccaninny,1
smuggler,5
willing,319
deception,15
sw,1
core-vote,1
trouble-shooter,1
lot,1038
cinch,2
province,41
toss-up,1
average,986
claustrophobic,3
unmourned,1
newsroom,8
waiver,4
fabled,13
israeli,29
dividend,300
stockholder,2
humongous,1
blinding,1
guilt-trip,1
searing,6
northerner,3
stealing,1
bagpiper,2
gdp,496
unquantified,2
non-domicile,5
wodge,1
imprimatur,2
fend,26
nomad,2
confusing,19
drink-fuelled,2
carbon,84
edible,15
dastardly,2
ready,430
compose,23
fr,4
pretzel,1
flattery,1
co-author,22
cross-dressing,3
spotty,4
occasional,45
arrival,117
pristine,12
infraction,1
insurmountable,7
gold-standard,3
squad,71
grab,88
ukulele,1
disoblige,2
revealing,4
anti-austerity,246
bleed,33
formidable,36
omfif,2
potato,57
epitaph,6
interactive,8
rubbish,91
surtitle,2
sailor,22
specify,39
fortress,19
gatekeeper,2
dangerous,357
realisation,40
plasma,2
missile,47
personable,3
fast-forward,8
sheepish,1
loyal,44
self-defined,1
sustain,155
systemic,62
restage,3
spinal,5
conscience,29
55-year-old,3
term,1829
camaraderie,8
allay,20
drover,2
expensive,418
reschedule,7
inter-bank,7
mope,3
grieving,4
overall,462
insightful,6
heterosexual,2
austerity-free,1
petrol,174
operational,45
team-mate,13
whelk,2
crag,3
unborn,9
self-flagellation,10
integrationist,10
bargain-hunter,1
formal,125
fissure,4
starry,3
non-jewish,1
well-educated,4
humiliate,27
arid,4
post-soviet,3
elision,2
reprioritise,3
unalloyed,4
inset,3
red-carpet,2
observe,133
leader-in-waiting,1
high-five,3
bisexual,4
pharmacist,11
ra,8
doings,2
hector,2
well-established,6
penetrate,12
exodus,36
points-based,3
immortality,4
yarn,1
mixture,84
mealtime,2
store,397
scotsman,2
fin-de-siècle,2
chest-thumping,1
skier,16
humiliated,1
over-worked,1
maudlin,2
free-rider,3
countryman,22
goad,9
tech-savvy,1
vandal,6
doping,9
gifting,2
developing,2
lab-lib,1
fours,2
uncorrupted,1
holler,1
polling,121
unanticipated,6
awakening,10
archivist,1
well-located,1
goodnight,1
naught,1
sub-plot,3
loveless,5
strip,194
politic,5
infantile,3
ravioli,1
trial,130
hard-edged,2
imbalance,167
almighty,22
urbanite,2
pigeonhole,1
testing,47
canvas,36
uk-us,1
shaming,7
mouthy,1
stall,185
doctrinal,1
depraved,1
colombian,3
piety,8
re-arrange,1
embryo,4
knack,9
placing,7
diplomatic,96
proprietor,12
prattle,1
giveaway,112
loaded,10
longtime,1
beau,1
second-lowest,4
ex-girlfriend,2
attract,302
equitable,6
funky,10
daycare,2
scargillite,1
commitment,513
bog-standard,3
refined,9
low-skilled,3
subject,423
timber,14
leftover,7
posse,3
cds-pp,1
scop,1
tightening,263
dissolute,3
official,1654
improbable,15
morbid,5
soporific,1
conservativism,1
ballboy,1
child,1698
reactionary,19
grit,17
insulate,40
glove,34
two-way,5
withered,1
cumbersome,6
illustrious,12
pantry,2
chasten,5
masterminding,3
daft,19
prefigured,1
unobtrusive,5
incorrect,15
tortured,16
vandalism,16
cuff,4
recognise,344
static,36
iconography,3
lectern,6
otter,1
entertaining,44
business-led,2
coco,2
double-barrelled,3
in-out,9
gloop,5
well-funded,4
vortex,25
subspecy,1
sonority,1
bva,1
stronghold,20
two-third,55
thicket,3
ignominy,5
all-dancing,1
porn,10
rot,33
dice,16
ukip,60
swag,6
substance,47
whingee,3
unskilled,8
fight,833
cramp,3
menfolk,1
hodgson,1
driver-only,2
rich-country,1
staggered,4
grooming,4
ocean,35
commercialise,11
gaping,14
engraver,2
query,16
300-seat,12
hen,22
wrangling,16
matrimonial,1
druggie,2
capitalised,6
self-flagellating,1
foreign-born,5
enmesh,1
abstracted,2
liberal-minded,2
struggle,917
probable,29
enclosure,4
single-digit,4
assure,111
desolation,4
bb,2
glassware,2
quantitative,470
loo,9
encyclopedic,2
drip-feed,4
re-emergence,6
curfew,11
gouging,1
two-tone,1
oud,1
immaculate,13
routine,53
ever-present,5
fuel-cell,2
gap-toothed,1
low-income,13
reintroduce,19
tinned,4
under-managed,2
physiognomy,1
controlled,28
silliness,4
vivendus,2
chauffeur,23
might,21
horseracing,1
euthanasia,4
affair,334
underwear,20
barter,4
faculty,7
harissa,1
wearying,1
signalling,54
tremendous,36
combat,69
anti-elitist,3
introduce,675
shibboleth,2
neuroscientist,2
supersede,12
gymnastics,3
arsenal,21
frequent,50
leveraged,13
chivalry,3
madding,1
recipe,129
unprepared,25
swan,24
vius,1
chaplain,4
pitbull,1
66-year-old,3
retain,230
proprietorial,1
early-season,1
courageous,24
close-knit,3
ornate,12
try-hard,1
newly-created,2
judo,3
provision,138
self-declared,2
luminescence,1
retrospect,19
fast-changing,6
beveridge-style,1
tickled,1
airport,176
aso,3
notional,8
12-year,8
sensibility,19
measly,4
governmental,6
austerity-induced,4
post-financial-crisis,1
goop,1
commoner,4
acne,1
blu-ray,4
eager,35
backer,45
breadline,7
advice,264
thug,9
downheart,1
cigar-chomping,2
cowardly,11
veto-wielding,1
easy-going,4
malice,2
knife,56
burgle,2
self-pitying,1
dynamism,23
drizzly,1
hooped,2
dresser,3
maroon,9
overpriced,6
eel,7
drove,10
self-discipline,2
two-fingered,1
cough,29
troupe,14
triffid,1
eleven,1
glory,74
pronouncement,17
reorientate,2
girth,1
upcome,12
underperformance,6
oratorio,1
alchemy,8
counter-insurgency,3
over-optimistic,7
malalum,2
let,1182
cromwellian,3
five-night,1
maximum,97
messed-up,1
eu-imf,145
reconvene,9
blatant,16
aircraft-carrier,1
today,2227
cobblestone,1
ornamentation,3
superannuation,1
phoenix-like,2
archive,29
undoubted,17
encounter,81
undulating,2
floor-to-ceiling,3
oversized,12
industrialisation,8
watchdog,144
harmless,10
indiscipline,5
subservience,2
mark,582
diet,61
cabling,4
loan-based,1
baddy,6
chaos,235
working-class,57
project,1220
civilised,33
threshold,217
trivia,5
stoical,8
co-star,4
non-corporate,1
mw,1
well-cut,3
retread,3
sixth-floor,2
picnic,23
pixie,1
conventional,91
presidency,89
deviate,14
cockpit,6
man-hating,1
predecessor,180
same-sex,27
harmful,19
straighten,6
rethought,1
admit,778
deco,2
20-year,21
atebank,1
ever-longer,1
third-smallest,2
pitiful,12
canopy,10
neuralgia,1
public-sector,82
mandarin,27
populous,9
belated,16
downs,21
respiratory,4
misadventure,4
deer,5
disqualify,5
hassle-free,1
broken,74
coddle,5
growth-inducing,1
passport-holder,1
fox-hunting,1
homely,11
sing-along,1
knock-kneed,1
teacher,252
disown,17
megaphone,6
awkward,53
mythmaking,1
iplayer,9
eye-to-eye,1
fantasy,113
allot,1
crematorium,1
tailcoat,1
calamarus,2
unfussy,1
stumble,47
homogenisation,1
purpose-built,5
taxi-driver,1
gentry,1
embarrass,26
credit-fuelled,11
dieu,1
yell,14
unmask,6
mitre,1
paper-thin,1
sociability,1
wake-up,18
fang,1
life-affirming,2
governance,65
advent,30
quick-fix,2
full,1083
gruesome,11
square,158
pasture,9
antarctic,4
senior-level,1
erect,25
renminbus,5
risk-taking,17
pre-order,4
broadcaster,82
handbag,30
inactivity,3
mapping,1
cook,172
bodywork,3
organisational,8
gratification,8
tribunal,18
generalise,5
covet,5
cricket,50
decree,34
long-established,8
strained,12
satirist,3
god-given,2
denounce,65
anticipation,39
aglow,1
ippr,3
